census_t_1,quarter,year.x,total,econ_crime,violent_crime,drug_crime,no_units,pop,crime_rate,stock_units,adj_population,crime_rate_adj
17031010400,1,2007,7,3,1,2,0,5325,1.31455399061033,0,5325,1.31455399061033
17031010400,2,2007,32,21,2,9,0,5325,6.0093896713615,0,5325,6.0093896713615
17031010400,3,2007,45,32,3,10,0,5325,8.45070422535211,0,5325,8.45070422535211
17031010400,4,2007,24,20,2,2,0,5325,4.50704225352113,0,5325,4.50704225352113
17031010400,1,2008,17,16,1,0,0,5325,3.1924882629108,0,5325,3.1924882629108
17031010400,2,2008,14,9,2,3,0,5325,2.62910798122066,0,5325,2.62910798122066
17031010400,3,2008,33,31,1,1,0,5325,6.19718309859155,0,5325,6.19718309859155
17031010400,4,2008,20,16,3,1,0,5325,3.75586854460094,0,5325,3.75586854460094
17031010400,1,2009,15,11,0,4,0,5325,2.8169014084507,0,5325,2.8169014084507
17031010400,2,2009,35,31,1,3,0,5325,6.57276995305164,0,5325,6.57276995305164
17031010400,3,2009,31,27,1,3,0,5325,5.82159624413146,0,5325,5.82159624413146
17031010400,4,2009,11,8,2,0,0,5325,2.06572769953052,0,5325,2.06572769953052
17031010400,1,2010,12,9,1,2,0,5325,2.25352112676056,0,5325,2.25352112676056
17031010400,2,2010,21,14,3,4,0,5325,3.94366197183099,0,5325,3.94366197183099
17031010400,3,2010,24,19,3,2,0,5325,4.50704225352113,0,5325,4.50704225352113
17031010400,4,2010,13,11,0,2,0,5325,2.44131455399061,0,5325,2.44131455399061
17031010500,1,1999,146,118,10,13,0,8826,16.5420348968955,0,8826,16.5420348968955
17031010500,2,1999,183,120,16,12,0,8826,20.7341944255608,0,8826,20.7341944255608
17031010500,3,1999,186,120,21,23,0,8826,21.0740992522094,0,8826,21.0740992522094
17031010500,4,1999,185,120,12,21,0,8826,20.9607976433265,0,8826,20.9607976433265
17031010500,1,2000,176,118,14,28,0,8826,19.9410831633809,0,8826,19.9410831633809
17031010500,2,2000,177,120,21,25,0,8826,20.0543847722638,0,8826,20.0543847722638
17031010500,3,2000,186,120,17,29,0,8826,21.0740992522094,0,8826,21.0740992522094
17031010500,4,2000,173,120,12,25,0,8826,19.6011783367324,0,8826,19.6011783367324
17031010500,1,2001,174,111,16,47,0,8826,19.7144799456152,0,8826,19.7144799456152
17031010500,2,2001,163,120,12,14,0,8826,18.4681622479039,0,8826,18.4681622479039
17031010500,3,2001,165,115,15,29,0,8826,18.6947654656696,0,8826,18.6947654656696
17031010500,4,2001,143,105,15,19,0,8826,16.202130070247,0,8826,16.202130070247
17031010500,1,2002,153,104,14,21,0,8826,17.3351461590755,0,8826,17.3351461590755
17031010500,2,2002,182,120,13,18,0,8826,20.620892816678,0,8826,20.620892816678
17031010500,3,2002,177,120,8,19,0,8826,20.0543847722638,0,8826,20.0543847722638
17031010500,4,2002,172,120,8,23,0,8826,19.4878767278495,0,8826,19.4878767278495
17031010500,1,2003,178,117,16,35,0,8826,20.1676863811466,0,8826,20.1676863811466
17031010500,2,2003,183,120,12,39,0,8826,20.7341944255608,0,8826,20.7341944255608
17031010500,3,2003,178,120,8,19,0,8826,20.1676863811466,0,8826,20.1676863811466
