monthofyear,year,tractce10,total,econ_crime,violent_crime,drug_crime
5,2003,280900,3,3,0,1
6,2003,280900,6,5,1,4
7,2003,280900,6,5,1,4
8,2003,280900,2,2,0,3
9,2003,280900,3,3,0,1
10,2003,280900,6,4,2,2
11,2003,280900,2,2,0,0
12,2003,280900,1,1,0,4
1,2004,280900,3,3,0,0
2,2004,280900,2,2,0,1
3,2004,280900,1,1,0,0
4,2004,280900,3,3,0,2
5,2004,280900,3,3,0,5
6,2004,280900,4,3,1,0
7,2004,280900,6,6,0,2
8,2004,280900,2,2,0,1
9,2004,280900,3,2,1,1
10,2004,280900,4,3,1,1
11,2004,280900,1,1,0,1
12,2004,280900,4,4,0,3
1,2005,280900,4,4,0,0
2,2005,280900,1,1,0,2
3,2005,280900,0,0,0,3
4,2005,280900,1,0,1,1
5,2005,280900,1,1,0,2
6,2005,280900,2,1,1,2
7,2005,280900,3,3,0,1
8,2005,280900,0,0,0,3
9,2005,280900,2,1,1,1
10,2005,280900,5,3,2,4
11,2005,280900,2,2,0,1
12,2005,280900,2,2,0,0
1,2006,280900,1,1,0,2
2,2006,280900,10,9,1,0
3,2006,280900,5,5,0,1
4,2006,280900,2,2,0,0
5,2006,280900,5,5,0,2
6,2006,280900,2,1,1,0
7,2006,280900,2,2,0,3
8,2006,280900,5,5,0,3
9,2006,280900,2,2,0,1
10,2006,280900,3,1,2,0
11,2006,280900,2,2,0,0
12,2006,280900,1,1,0,0
1,2007,280900,4,3,1,1
2,2007,280900,1,1,0,3
3,2007,280900,1,1,0,2
4,2007,280900,3,2,1,1
5,2007,280900,0,0,0,1
6,2007,280900,7,4,3,2
7,2007,280900,6,5,1,0
8,2007,280900,1,1,0,0
9,2007,280900,1,1,0,0
10,2007,280900,2,2,0,1
11,2007,280900,4,4,0,0
12,2007,280900,4,3,1,0
1,2008,280900,8,8,0,0
2,2008,280900,4,4,0,0
3,2008,280900,1,1,0,1
4,2008,280900,0,0,0,0
5,2008,280900,5,1,4,1
6,2008,280900,4,3,1,1
7,2008,280900,3,3,0,0
8,2008,280900,2,1,1,0
9,2008,280900,7,7,0,1
10,2008,280900,2,1,1,0
11,2008,280900,2,1,1,0
12,2008,280900,2,2,0,1
1,2009,280900,3,3,0,0
2,2009,280900,3,3,0,2
3,2009,280900,3,2,1,0
4,2009,280900,1,1,0,0
5,2009,280900,0,0,0,1
6,2009,280900,3,3,0,1
7,2009,280900,3,2,1,0
8,2009,280900,3,3,0,1
9,2009,280900,4,4,0,1
10,2009,280900,0,0,0,0
11,2009,280900,1,1,0,0
12,2009,280900,0,0,0,0
1,2010,280900,0,0,0,1
2,2010,280900,1,0,1,0
3,2010,280900,2,2,0,0
4,2010,280900,6,5,1,0
5,2010,280900,0,0,0,1
6,2010,280900,0,0,0,0
7,2010,280900,2,1,1,0
8,2010,280900,3,3,0,0
9,2010,280900,0,0,0,0
10,2010,280900,5,4,1,3
11,2010,280900,2,2,0,0
12,2010,280900,2,0,2,0
1,2011,280900,3,3,0,2
2,2011,280900,0,0,0,3
1,1999,833100,32,29,3,7
2,1999,833100,32,32,0,3
3,1999,833100,35,31,4,1
4,1999,833100,44,41,3,4
5,1999,833100,61,59,2,2
6,1999,833100,39,37,2,1
7,1999,833100,54,47,7,4
8,1999,833100,49,44,5,4
9,1999,833100,39,36,3,4
10,1999,833100,32,26,6,7
11,1999,833100,39,36,3,7
12,1999,833100,34,34,0,1
1,2000,833100,40,36,4,3
2,2000,833100,37,35,2,4
3,2000,833100,39,36,3,2
4,2000,833100,31,30,1,3
5,2000,833100,41,40,1,4
6,2000,833100,36,35,1,8
7,2000,833100,36,33,3,3
8,2000,833100,47,45,2,5
9,2000,833100,45,45,0,5
10,2000,833100,41,39,2,1
11,2000,833100,51,48,3,1
12,2000,833100,37,35,2,4
1,2001,833100,35,35,0,4
2,2001,833100,22,17,5,1
3,2001,833100,21,20,1,2
4,2001,833100,32,30,2,2
5,2001,833100,47,45,2,3
6,2001,833100,46,46,0,1
7,2001,833100,34,32,2,3
8,2001,833100,37,35,2,4
9,2001,833100,39,39,0,1
10,2001,833100,37,37,0,3
11,2001,833100,36,35,1,3
12,2001,833100,29,28,1,1
1,2002,833100,33,32,1,2
2,2002,833100,36,34,2,4
3,2002,833100,27,27,0,2
4,2002,833100,32,29,3,5
5,2002,833100,29,27,2,0
6,2002,833100,29,25,4,2
7,2002,833100,42,41,1,2
8,2002,833100,43,42,1,0
9,2002,833100,57,51,6,3
10,2002,833100,47,45,2,3
11,2002,833100,24,22,2,4
12,2002,833100,24,22,2,2
1,2003,833100,28,26,2,1
2,2003,833100,25,23,2,1
3,2003,833100,26,26,0,0
4,2003,833100,31,29,2,4
5,2003,833100,40,37,3,1
6,2003,833100,31,30,1,2
7,2003,833100,46,45,1,1
8,2003,833100,48,46,2,1
9,2003,833100,30,26,4,0
10,2003,833100,23,22,1,0
11,2003,833100,39,37,2,1
12,2003,833100,41,41,0,2
1,2004,833100,31,30,1,0
2,2004,833100,28,27,1,1
3,2004,833100,40,39,1,1
4,2004,833100,29,28,1,1
5,2004,833100,40,39,1,2
6,2004,833100,52,52,0,0
7,2004,833100,63,61,2,1
8,2004,833100,69,67,2,2
9,2004,833100,55,52,3,1
10,2004,833100,43,38,5,1
11,2004,833100,48,46,2,2
12,2004,833100,37,35,2,0
1,2005,833100,19,19,0,1
2,2005,833100,24,24,0,3
3,2005,833100,22,21,1,1
4,2005,833100,31,30,1,0
5,2005,833100,21,19,2,0
6,2005,833100,30,30,0,1
7,2005,833100,29,28,1,3
8,2005,833100,36,34,2,0
9,2005,833100,39,37,2,0
10,2005,833100,37,34,3,1
11,2005,833100,30,27,3,1
12,2005,833100,32,32,0,0
1,2006,833100,38,37,1,1
2,2006,833100,22,21,1,1
3,2006,833100,33,33,0,1
4,2006,833100,41,39,2,2
5,2006,833100,48,44,4,0
6,2006,833100,56,53,3,0
7,2006,833100,38,33,5,1
8,2006,833100,32,29,3,0
9,2006,833100,28,27,1,1
10,2006,833100,52,47,5,1
11,2006,833100,31,28,3,2
12,2006,833100,32,31,1,5
1,2007,833100,42,41,1,3
2,2007,833100,23,23,0,4
3,2007,833100,32,29,3,5
4,2007,833100,41,39,2,8
5,2007,833100,40,40,0,10
6,2007,833100,35,32,3,2
7,2007,833100,17,16,1,7
8,2007,833100,36,35,1,4
9,2007,833100,40,37,3,4
10,2007,833100,35,33,2,4
11,2007,833100,31,30,1,6
12,2007,833100,31,28,3,4
1,2008,833100,25,25,0,4
2,2008,833100,28,25,3,1
3,2008,833100,18,18,0,3
4,2008,833100,37,36,1,1
5,2008,833100,42,41,1,0
6,2008,833100,41,39,2,1
7,2008,833100,39,37,2,2
8,2008,833100,26,25,1,2
9,2008,833100,38,38,0,3
10,2008,833100,49,48,1,2
11,2008,833100,32,30,2,4
12,2008,833100,29,25,4,6
1,2009,833100,30,29,1,3
2,2009,833100,23,21,2,2
3,2009,833100,35,31,4,5
4,2009,833100,24,23,1,3
5,2009,833100,33,32,1,3
6,2009,833100,26,25,1,2
7,2009,833100,29,28,1,1
8,2009,833100,27,24,3,0
9,2009,833100,34,33,1,2
10,2009,833100,44,42,2,0
11,2009,833100,30,30,0,3
12,2009,833100,33,33,0,1
1,2010,833100,35,33,2,3
2,2010,833100,15,15,0,1
3,2010,833100,24,24,0,4
4,2010,833100,26,25,1,4
5,2010,833100,32,31,1,0
6,2010,833100,41,39,2,1
7,2010,833100,30,30,0,0
8,2010,833100,24,24,0,2
9,2010,833100,36,32,4,0
10,2010,833100,26,26,0,1
11,2010,833100,34,31,3,1
12,2010,833100,27,27,0,3
1,2011,833100,15,15,0,0
2,2011,833100,11,11,0,0
1,1999,281900,39,39,0,2
2,1999,281900,41,40,1,0
3,1999,281900,59,56,3,0
4,1999,281900,48,46,2,3
5,1999,281900,63,61,2,2
6,1999,281900,57,54,3,0
7,1999,281900,66,60,6,1
8,1999,281900,59,56,3,2
9,1999,281900,59,56,3,1
10,1999,281900,63,61,2,0
11,1999,281900,45,42,3,2
12,1999,281900,35,34,1,2
1,2000,281900,47,46,1,3
2,2000,281900,41,39,2,3
3,2000,281900,57,56,1,3
4,2000,281900,47,45,2,2
5,2000,281900,54,53,1,1
6,2000,281900,57,54,3,6
7,2000,281900,60,60,0,5
8,2000,281900,76,74,2,2
9,2000,281900,80,77,3,1
10,2000,281900,77,74,3,6
11,2000,281900,61,59,2,3
12,2000,281900,52,51,1,1
1,2001,281900,45,44,1,3
2,2001,281900,42,38,4,3
3,2001,281900,47,47,0,4
4,2001,281900,39,38,1,1
5,2001,281900,57,55,2,1
6,2001,281900,42,41,1,1
7,2001,281900,47,43,4,2
8,2001,281900,41,40,1,3
9,2001,281900,35,34,1,3
10,2001,281900,50,49,1,3
11,2001,281900,68,66,2,1
12,2001,281900,53,53,0,0
1,2002,281900,48,47,1,6
2,2002,281900,47,44,3,3
3,2002,281900,47,46,1,1
4,2002,281900,40,39,1,1
5,2002,281900,37,37,0,4
6,2002,281900,39,39,0,6
7,2002,281900,39,36,3,0
8,2002,281900,39,38,1,5
9,2002,281900,29,28,1,1
10,2002,281900,46,44,2,1
11,2002,281900,32,29,3,1
12,2002,281900,42,41,1,0
1,2003,281900,41,39,2,0
2,2003,281900,34,32,2,2
3,2003,281900,33,32,1,1
4,2003,281900,47,46,1,1
5,2003,281900,30,28,2,3
6,2003,281900,40,40,0,2
7,2003,281900,43,43,0,5
8,2003,281900,39,37,2,1
9,2003,281900,44,41,3,3
10,2003,281900,38,38,0,0
11,2003,281900,35,33,2,1
12,2003,281900,29,29,0,1
1,2004,281900,32,31,1,1
2,2004,281900,26,25,1,1
3,2004,281900,29,28,1,4
4,2004,281900,24,23,1,3
5,2004,281900,33,32,1,3
6,2004,281900,49,48,1,0
7,2004,281900,47,47,0,1
8,2004,281900,28,28,0,1
9,2004,281900,27,25,2,0
10,2004,281900,41,40,1,2
11,2004,281900,37,35,2,0
12,2004,281900,36,35,1,0
1,2005,281900,37,37,0,0
2,2005,281900,29,29,0,3
3,2005,281900,32,30,2,0
4,2005,281900,23,23,0,0
5,2005,281900,23,23,0,1
6,2005,281900,25,25,0,0
7,2005,281900,34,31,3,2
8,2005,281900,32,32,0,4
9,2005,281900,29,29,0,0
10,2005,281900,47,44,3,0
11,2005,281900,36,36,0,2
12,2005,281900,42,42,0,2
1,2006,281900,33,32,1,1
2,2006,281900,12,12,0,1
3,2006,281900,41,37,4,2
4,2006,281900,24,23,1,0
5,2006,281900,38,37,1,0
6,2006,281900,44,43,1,0
7,2006,281900,35,34,1,2
8,2006,281900,37,37,0,0
9,2006,281900,29,28,1,0
10,2006,281900,24,24,0,2
11,2006,281900,25,25,0,0
12,2006,281900,28,27,1,3
1,2007,281900,23,22,1,0
2,2007,281900,27,27,0,1
3,2007,281900,25,23,2,1
4,2007,281900,34,34,0,2
5,2007,281900,52,52,0,1
6,2007,281900,39,38,1,0
7,2007,281900,45,43,2,2
8,2007,281900,44,44,0,0
9,2007,281900,42,41,1,12
10,2007,281900,28,26,2,3
11,2007,281900,24,23,1,1
12,2007,281900,27,25,2,3
1,2008,281900,35,33,2,1
2,2008,281900,31,30,1,1
3,2008,281900,36,33,3,1
4,2008,281900,35,32,3,3
5,2008,281900,32,31,1,4
6,2008,281900,29,27,2,1
7,2008,281900,46,45,1,1
8,2008,281900,42,40,2,1
9,2008,281900,43,42,1,1
10,2008,281900,47,47,0,6
11,2008,281900,25,25,0,2
12,2008,281900,31,30,1,2
1,2009,281900,34,30,4,1
2,2009,281900,20,19,1,3
3,2009,281900,23,23,0,3
4,2009,281900,26,25,1,4
5,2009,281900,32,30,2,7
6,2009,281900,26,26,0,9
7,2009,281900,26,24,2,2
8,2009,281900,39,37,2,2
9,2009,281900,31,30,1,4
10,2009,281900,36,35,1,1
11,2009,281900,32,30,2,2
12,2009,281900,27,24,3,1
1,2010,281900,37,34,3,0
2,2010,281900,20,20,0,3
3,2010,281900,21,21,0,0
4,2010,281900,36,35,1,3
5,2010,281900,39,39,0,3
6,2010,281900,47,46,1,0
7,2010,281900,39,35,4,5
8,2010,281900,49,48,1,5
9,2010,281900,50,48,2,1
10,2010,281900,35,34,1,3
11,2010,281900,31,31,0,1
12,2010,281900,35,32,3,1
1,2011,281900,30,27,3,5
2,2011,281900,19,19,0,5
1,1999,252000,27,24,3,27
2,1999,252000,18,14,4,60
3,1999,252000,29,27,2,21
4,1999,252000,21,14,7,27
5,1999,252000,27,21,6,18
6,1999,252000,29,25,4,30
7,1999,252000,36,23,13,19
8,1999,252000,27,16,11,13
9,1999,252000,17,13,4,15
10,1999,252000,35,27,8,19
11,1999,252000,17,9,8,17
12,1999,252000,25,19,6,24
1,2000,252000,26,21,5,15
2,2000,252000,22,20,2,11
3,2000,252000,22,17,5,13
4,2000,252000,25,22,3,12
5,2000,252000,28,23,5,14
6,2000,252000,18,17,1,14
7,2000,252000,28,24,4,8
8,2000,252000,26,22,4,31
9,2000,252000,27,26,1,18
10,2000,252000,21,17,4,14
11,2000,252000,18,12,6,20
12,2000,252000,16,15,1,23
1,2001,252000,21,17,4,24
2,2001,252000,7,6,1,18
3,2001,252000,23,19,4,20
4,2001,252000,29,22,7,21
5,2001,252000,26,22,4,20
6,2001,252000,29,24,5,13
7,2001,252000,31,25,6,19
8,2001,252000,26,24,2,18
9,2001,252000,27,22,5,25
10,2001,252000,27,22,5,29
11,2001,252000,30,23,7,19
12,2001,252000,25,23,2,21
1,2002,252000,20,17,3,16
2,2002,252000,13,10,3,17
3,2002,252000,21,18,3,7
4,2002,252000,16,15,1,8
5,2002,252000,22,19,3,16
6,2002,252000,15,10,5,8
7,2002,252000,29,26,3,11
8,2002,252000,23,21,2,11
9,2002,252000,24,22,2,10
10,2002,252000,25,21,4,8
11,2002,252000,22,19,3,12
12,2002,252000,26,23,3,13
1,2003,252000,10,10,0,14
2,2003,252000,15,13,2,18
3,2003,252000,15,11,4,16
4,2003,252000,17,13,4,13
5,2003,252000,10,8,2,22
6,2003,252000,29,24,5,24
7,2003,252000,20,17,3,11
8,2003,252000,10,8,2,18
9,2003,252000,19,17,2,7
10,2003,252000,25,21,4,32
11,2003,252000,24,22,2,7
12,2003,252000,17,14,3,2
1,2004,252000,20,17,3,3
2,2004,252000,11,10,1,10
3,2004,252000,16,12,4,17
4,2004,252000,13,9,4,6
5,2004,252000,23,18,5,10
6,2004,252000,29,26,3,5
7,2004,252000,26,22,4,30
8,2004,252000,24,21,3,8
9,2004,252000,26,25,1,14
10,2004,252000,37,34,3,7
11,2004,252000,17,14,3,5
12,2004,252000,22,18,4,10
1,2005,252000,15,13,2,11
2,2005,252000,18,17,1,9
3,2005,252000,21,14,7,18
4,2005,252000,8,7,1,10
5,2005,252000,16,14,2,8
6,2005,252000,28,25,3,5
7,2005,252000,30,25,5,14
8,2005,252000,27,25,2,7
9,2005,252000,24,23,1,13
10,2005,252000,43,40,3,13
11,2005,252000,19,16,3,5
12,2005,252000,23,21,2,10
1,2006,252000,20,18,2,6
2,2006,252000,18,15,3,10
3,2006,252000,15,12,3,7
4,2006,252000,19,14,5,2
5,2006,252000,14,12,2,12
6,2006,252000,19,14,5,4
7,2006,252000,14,12,2,11
8,2006,252000,15,13,2,13
9,2006,252000,24,22,2,10
10,2006,252000,19,13,6,17
11,2006,252000,12,10,2,20
12,2006,252000,14,14,0,6
1,2007,252000,15,15,0,3
2,2007,252000,16,14,2,3
3,2007,252000,25,21,4,13
4,2007,252000,23,19,4,19
5,2007,252000,23,19,4,10
6,2007,252000,17,15,2,10
7,2007,252000,18,15,3,17
8,2007,252000,16,11,5,13
9,2007,252000,25,21,4,16
10,2007,252000,16,10,6,14
11,2007,252000,16,12,4,4
12,2007,252000,21,21,0,3
1,2008,252000,11,11,0,4
2,2008,252000,9,6,3,3
3,2008,252000,13,12,1,0
4,2008,252000,17,13,4,4
5,2008,252000,21,16,5,3
6,2008,252000,40,26,14,5
7,2008,252000,27,23,4,6
8,2008,252000,20,17,3,9
9,2008,252000,26,23,3,7
10,2008,252000,17,17,0,6
11,2008,252000,28,23,5,11
12,2008,252000,18,16,2,12
1,2009,252000,17,14,3,7
2,2009,252000,15,13,2,5
3,2009,252000,20,17,3,8
4,2009,252000,23,20,3,7
5,2009,252000,29,24,5,8
6,2009,252000,21,19,2,9
7,2009,252000,16,12,4,3
8,2009,252000,34,29,5,5
9,2009,252000,47,45,2,3
10,2009,252000,32,31,1,4
11,2009,252000,27,21,6,8
12,2009,252000,10,10,0,5
1,2010,252000,17,15,2,4
2,2010,252000,14,11,3,11
3,2010,252000,9,8,1,13
4,2010,252000,14,11,3,3
5,2010,252000,21,19,2,10
6,2010,252000,27,23,4,2
7,2010,252000,16,14,2,4
8,2010,252000,25,22,3,3
9,2010,252000,23,19,4,5
10,2010,252000,26,24,2,2
11,2010,252000,26,25,1,7
12,2010,252000,12,10,2,4
1,2011,252000,15,12,3,0
2,2011,252000,6,6,0,1
1,1999,251800,39,31,8,44
2,1999,251800,39,34,5,42
3,1999,251800,43,36,7,45
4,1999,251800,54,38,16,27
5,1999,251800,60,45,15,44
6,1999,251800,45,35,10,56
7,1999,251800,66,42,24,74
8,1999,251800,49,39,10,27
9,1999,251800,39,34,5,26
10,1999,251800,46,38,8,25
11,1999,251800,42,33,9,20
12,1999,251800,42,34,8,32
1,2000,251800,42,38,4,34
2,2000,251800,28,22,6,32
3,2000,251800,49,37,12,66
4,2000,251800,46,31,15,42
5,2000,251800,50,33,17,47
6,2000,251800,36,25,11,59
7,2000,251800,53,38,15,53
8,2000,251800,39,22,17,57
9,2000,251800,53,38,15,66
10,2000,251800,43,35,8,35
11,2000,251800,30,27,3,31
12,2000,251800,37,30,7,39
1,2001,251800,37,30,7,53
2,2001,251800,35,28,7,56
3,2001,251800,39,29,10,51
4,2001,251800,36,27,9,48
5,2001,251800,42,35,7,39
6,2001,251800,46,38,8,50
7,2001,251800,47,28,19,54
8,2001,251800,53,32,21,36
9,2001,251800,48,31,17,40
10,2001,251800,43,34,9,30
11,2001,251800,53,41,12,54
12,2001,251800,40,33,7,65
1,2002,251800,41,30,11,49
2,2002,251800,37,28,9,48
3,2002,251800,29,20,9,60
4,2002,251800,50,37,13,79
5,2002,251800,55,44,11,46
6,2002,251800,67,56,11,42
7,2002,251800,55,37,18,90
8,2002,251800,54,47,7,48
9,2002,251800,52,42,10,36
10,2002,251800,49,39,10,47
11,2002,251800,38,32,6,33
12,2002,251800,33,25,8,55
1,2003,251800,35,30,5,29
2,2003,251800,37,33,4,45
3,2003,251800,35,24,11,28
4,2003,251800,35,28,7,33
5,2003,251800,42,32,10,26
6,2003,251800,47,38,9,21
7,2003,251800,40,29,11,28
8,2003,251800,56,50,6,34
9,2003,251800,42,32,10,60
10,2003,251800,50,36,14,51
11,2003,251800,34,27,7,157
12,2003,251800,44,31,13,26
1,2004,251800,32,24,8,56
2,2004,251800,33,23,10,49
3,2004,251800,38,34,4,56
4,2004,251800,32,24,8,42
5,2004,251800,49,41,8,25
6,2004,251800,38,28,10,41
7,2004,251800,49,38,11,62
8,2004,251800,61,51,10,46
9,2004,251800,52,43,9,60
10,2004,251800,64,50,14,37
11,2004,251800,31,23,8,45
12,2004,251800,48,38,10,81
1,2005,251800,41,33,8,58
2,2005,251800,23,16,7,38
3,2005,251800,45,37,8,68
4,2005,251800,45,34,11,55
5,2005,251800,46,38,8,57
6,2005,251800,49,41,8,89
7,2005,251800,56,35,21,75
8,2005,251800,59,47,12,56
9,2005,251800,53,43,10,149
10,2005,251800,55,43,12,45
11,2005,251800,40,34,6,30
12,2005,251800,48,41,7,93
1,2006,251800,53,39,14,88
2,2006,251800,36,32,4,77
3,2006,251800,61,50,11,103
4,2006,251800,48,37,11,140
5,2006,251800,48,36,12,185
6,2006,251800,69,56,13,96
7,2006,251800,60,48,12,84
8,2006,251800,60,46,14,130
9,2006,251800,49,34,15,141
10,2006,251800,55,38,17,144
11,2006,251800,52,43,9,144
12,2006,251800,36,28,8,93
1,2007,251800,51,42,9,71
2,2007,251800,27,22,5,44
3,2007,251800,37,31,6,123
4,2007,251800,41,36,5,50
5,2007,251800,51,41,10,57
6,2007,251800,43,27,16,52
7,2007,251800,48,39,9,73
8,2007,251800,60,45,15,50
9,2007,251800,46,36,10,41
10,2007,251800,55,45,10,68
11,2007,251800,42,30,12,48
12,2007,251800,41,28,13,44
1,2008,251800,42,29,13,67
2,2008,251800,22,20,2,44
3,2008,251800,49,36,13,59
4,2008,251800,55,41,14,38
5,2008,251800,55,48,7,30
6,2008,251800,56,44,12,31
7,2008,251800,47,38,9,59
8,2008,251800,52,42,10,41
9,2008,251800,65,53,12,35
10,2008,251800,46,35,11,40
11,2008,251800,30,20,10,53
12,2008,251800,35,34,1,45
1,2009,251800,39,35,4,60
2,2009,251800,28,22,6,41
3,2009,251800,41,32,9,82
4,2009,251800,46,37,9,37
5,2009,251800,56,48,8,40
6,2009,251800,51,37,14,32
7,2009,251800,43,31,12,21
8,2009,251800,56,40,16,40
9,2009,251800,48,33,15,48
10,2009,251800,48,38,10,61
11,2009,251800,45,37,8,50
12,2009,251800,43,34,9,59
1,2010,251800,31,25,6,44
2,2010,251800,40,34,6,59
3,2010,251800,35,27,8,51
4,2010,251800,55,48,7,49
5,2010,251800,63,53,10,57
6,2010,251800,66,55,11,67
7,2010,251800,56,45,11,68
8,2010,251800,38,29,9,67
9,2010,251800,40,36,4,49
10,2010,251800,48,36,12,54
11,2010,251800,55,45,10,43
12,2010,251800,36,33,3,48
1,2011,251800,33,27,6,70
2,2011,251800,17,15,2,36
1,1999,260400,16,15,1,15
2,1999,260400,8,6,2,5
3,1999,260400,16,14,2,6
4,1999,260400,13,9,4,14
5,1999,260400,22,14,8,9
6,1999,260400,22,20,2,7
7,1999,260400,13,11,2,2
8,1999,260400,23,16,7,4
9,1999,260400,16,13,3,3
10,1999,260400,15,15,0,7
11,1999,260400,10,7,3,7
12,1999,260400,16,14,2,4
1,2000,260400,19,14,5,5
2,2000,260400,9,6,3,11
3,2000,260400,17,15,2,16
4,2000,260400,16,11,5,7
5,2000,260400,5,4,1,4
6,2000,260400,11,9,2,4
7,2000,260400,9,7,2,6
8,2000,260400,15,11,4,7
9,2000,260400,11,9,2,7
10,2000,260400,10,6,4,7
11,2000,260400,5,4,1,10
12,2000,260400,2,1,1,8
1,2001,260400,1,0,1,12
2,2001,260400,8,6,2,2
3,2001,260400,14,11,3,18
4,2001,260400,11,10,1,17
5,2001,260400,11,9,2,11
6,2001,260400,10,10,0,8
7,2001,260400,13,10,3,6
8,2001,260400,11,10,1,10
9,2001,260400,16,12,4,14
10,2001,260400,13,8,5,16
11,2001,260400,14,14,0,20
12,2001,260400,13,11,2,16
1,2002,260400,10,6,4,11
2,2002,260400,8,8,0,10
3,2002,260400,9,8,1,13
4,2002,260400,9,9,0,7
5,2002,260400,11,9,2,7
6,2002,260400,12,10,2,5
7,2002,260400,11,8,3,4
8,2002,260400,12,9,3,2
9,2002,260400,21,18,3,1
10,2002,260400,15,11,4,2
11,2002,260400,12,8,4,4
12,2002,260400,10,9,1,2
1,2003,260400,3,2,1,3
2,2003,260400,6,4,2,6
3,2003,260400,7,5,2,6
4,2003,260400,5,5,0,3
5,2003,260400,14,9,5,3
6,2003,260400,9,9,0,9
7,2003,260400,14,12,2,11
8,2003,260400,10,8,2,13
9,2003,260400,9,7,2,15
10,2003,260400,14,13,1,10
11,2003,260400,7,6,1,6
12,2003,260400,5,4,1,8
1,2004,260400,3,3,0,5
2,2004,260400,5,5,0,5
3,2004,260400,15,12,3,5
4,2004,260400,11,10,1,8
5,2004,260400,6,6,0,2
6,2004,260400,9,9,0,2
7,2004,260400,10,9,1,6
8,2004,260400,11,8,3,3
9,2004,260400,8,7,1,9
10,2004,260400,16,14,2,23
11,2004,260400,13,10,3,3
12,2004,260400,10,6,4,3
1,2005,260400,6,4,2,4
2,2005,260400,7,5,2,4
3,2005,260400,7,5,2,9
4,2005,260400,16,11,5,7
5,2005,260400,9,6,3,7
6,2005,260400,11,7,4,2
7,2005,260400,8,6,2,4
8,2005,260400,11,7,4,3
9,2005,260400,10,10,0,6
10,2005,260400,10,7,3,4
11,2005,260400,10,9,1,7
12,2005,260400,12,8,4,6
1,2006,260400,10,10,0,8
2,2006,260400,9,7,2,6
3,2006,260400,8,8,0,5
4,2006,260400,13,10,3,4
5,2006,260400,17,15,2,9
6,2006,260400,10,8,2,5
7,2006,260400,13,12,1,4
8,2006,260400,19,17,2,0
9,2006,260400,11,9,2,9
10,2006,260400,12,12,0,38
11,2006,260400,16,16,0,7
12,2006,260400,16,10,6,12
1,2007,260400,11,8,3,2
2,2007,260400,12,12,0,6
3,2007,260400,10,7,3,11
4,2007,260400,14,13,1,6
5,2007,260400,12,11,1,12
6,2007,260400,16,11,5,8
7,2007,260400,12,12,0,21
8,2007,260400,14,11,3,10
9,2007,260400,10,8,2,10
10,2007,260400,14,12,2,16
11,2007,260400,8,7,1,3
12,2007,260400,7,7,0,6
1,2008,260400,7,5,2,6
2,2008,260400,9,9,0,5
3,2008,260400,9,8,1,2
4,2008,260400,11,9,2,3
5,2008,260400,5,4,1,2
6,2008,260400,10,9,1,3
7,2008,260400,9,7,2,5
8,2008,260400,9,9,0,14
9,2008,260400,17,13,4,11
10,2008,260400,8,6,2,6
11,2008,260400,5,4,1,5
12,2008,260400,5,3,2,5
1,2009,260400,1,1,0,4
2,2009,260400,5,2,3,7
3,2009,260400,11,8,3,10
4,2009,260400,8,4,4,4
5,2009,260400,5,5,0,1
6,2009,260400,7,5,2,2
7,2009,260400,15,14,1,1
8,2009,260400,5,5,0,4
9,2009,260400,11,11,0,5
10,2009,260400,3,3,0,2
11,2009,260400,13,11,2,2
12,2009,260400,5,5,0,5
1,2010,260400,8,7,1,1
2,2010,260400,6,6,0,3
3,2010,260400,3,3,0,7
4,2010,260400,11,8,3,5
5,2010,260400,11,9,2,6
6,2010,260400,9,8,1,7
7,2010,260400,9,9,0,10
8,2010,260400,17,16,1,8
9,2010,260400,6,5,1,11
10,2010,260400,15,12,3,5
11,2010,260400,9,8,1,5
12,2010,260400,9,9,0,5
1,2011,260400,9,7,2,3
2,2011,260400,4,3,1,2
1,1999,260300,15,10,5,40
2,1999,260300,16,13,3,45
3,1999,260300,15,10,5,37
4,1999,260300,18,10,8,34
5,1999,260300,18,14,4,19
6,1999,260300,13,11,2,89
7,1999,260300,14,10,4,23
8,1999,260300,15,9,6,14
9,1999,260300,17,10,7,20
10,1999,260300,15,12,3,29
11,1999,260300,6,3,3,34
12,1999,260300,16,13,3,20
1,2000,260300,15,11,4,18
2,2000,260300,10,6,4,21
3,2000,260300,27,21,6,20
4,2000,260300,16,12,4,23
5,2000,260300,14,6,8,17
6,2000,260300,23,17,6,12
7,2000,260300,17,8,9,9
8,2000,260300,20,14,6,14
9,2000,260300,18,11,7,12
10,2000,260300,10,5,5,9
11,2000,260300,12,7,5,8
12,2000,260300,18,13,5,10
1,2001,260300,6,6,0,22
2,2001,260300,12,8,4,13
3,2001,260300,15,12,3,11
4,2001,260300,17,15,2,13
5,2001,260300,11,7,4,16
6,2001,260300,20,18,2,7
7,2001,260300,20,13,7,12
8,2001,260300,13,7,6,7
9,2001,260300,13,8,5,6
10,2001,260300,16,6,10,8
11,2001,260300,8,4,4,5
12,2001,260300,9,7,2,11
1,2002,260300,14,8,6,6
2,2002,260300,12,8,4,8
3,2002,260300,6,4,2,5
4,2002,260300,11,10,1,11
5,2002,260300,15,13,2,9
6,2002,260300,21,13,8,10
7,2002,260300,11,7,4,9
8,2002,260300,9,5,4,6
9,2002,260300,14,12,2,4
10,2002,260300,11,7,4,6
11,2002,260300,9,8,1,2
12,2002,260300,9,8,1,4
