monthofyear,year,tractce10,total,econ_crime,violent_crime,drug_crime
7,2010,650400,16,14,2,0
8,2010,650400,16,14,2,1
9,2010,650400,10,9,1,0
10,2010,650400,14,12,2,0
11,2010,650400,11,9,2,2
12,2010,650400,15,15,0,1
1,2011,650400,28,27,1,2
2,2011,650400,5,5,0,1
1,1999,430500,55,46,9,3
2,1999,430500,19,17,2,6
3,1999,430500,35,28,7,6
4,1999,430500,36,32,4,18
5,1999,430500,33,23,10,23
6,1999,430500,30,27,3,12
7,1999,430500,36,29,7,12
8,1999,430500,29,25,4,18
9,1999,430500,40,34,6,3
10,1999,430500,37,31,6,15
11,1999,430500,38,35,3,4
12,1999,430500,40,37,3,6
1,2000,430500,31,25,6,1
2,2000,430500,22,16,6,8
3,2000,430500,34,28,6,4
4,2000,430500,36,27,9,7
5,2000,430500,36,29,7,9
6,2000,430500,35,21,14,13
7,2000,430500,36,32,4,10
8,2000,430500,31,25,6,7
9,2000,430500,25,22,3,8
10,2000,430500,30,26,4,15
11,2000,430500,37,28,9,3
12,2000,430500,43,38,5,6
1,2001,430500,26,21,5,13
2,2001,430500,23,19,4,4
3,2001,430500,24,16,8,7
4,2001,430500,32,25,7,10
5,2001,430500,29,25,4,5
6,2001,430500,43,39,4,5
7,2001,430500,50,37,13,9
8,2001,430500,37,31,6,7
9,2001,430500,47,35,12,11
10,2001,430500,34,30,4,13
11,2001,430500,33,25,8,13
12,2001,430500,30,28,2,9
1,2002,430500,21,16,5,11
2,2002,430500,25,21,4,10
3,2002,430500,25,20,5,9
4,2002,430500,30,27,3,6
5,2002,430500,24,17,7,8
6,2002,430500,39,29,10,13
7,2002,430500,35,28,7,5
8,2002,430500,39,29,10,16
9,2002,430500,23,19,4,10
10,2002,430500,22,17,5,10
11,2002,430500,35,30,5,0
12,2002,430500,36,29,7,3
1,2003,430500,27,21,6,6
2,2003,430500,19,19,0,7
3,2003,430500,29,27,2,6
4,2003,430500,30,25,5,7
5,2003,430500,36,28,8,3
6,2003,430500,33,24,9,7
7,2003,430500,41,35,6,6
8,2003,430500,35,26,9,7
9,2003,430500,29,24,5,13
10,2003,430500,35,30,5,15
11,2003,430500,21,18,3,16
12,2003,430500,29,24,5,7
1,2004,430500,21,16,5,1
2,2004,430500,30,24,6,6
3,2004,430500,46,42,4,7
4,2004,430500,35,34,1,7
5,2004,430500,45,34,11,7
6,2004,430500,41,27,14,12
7,2004,430500,34,29,5,9
8,2004,430500,34,28,6,8
9,2004,430500,26,24,2,10
10,2004,430500,35,34,1,7
11,2004,430500,31,24,7,11
12,2004,430500,34,29,5,11
1,2005,430500,21,20,1,6
2,2005,430500,21,19,2,6
3,2005,430500,33,26,7,5
4,2005,430500,28,23,5,13
5,2005,430500,44,37,7,7
6,2005,430500,34,29,5,6
7,2005,430500,33,30,3,16
8,2005,430500,33,29,4,14
9,2005,430500,37,26,11,15
10,2005,430500,32,27,5,12
11,2005,430500,33,27,6,3
12,2005,430500,26,23,3,8
1,2006,430500,27,22,5,8
2,2006,430500,20,18,2,7
3,2006,430500,30,25,5,16
4,2006,430500,28,24,4,7
5,2006,430500,25,20,5,18
6,2006,430500,48,38,10,16
7,2006,430500,44,32,12,10
8,2006,430500,35,30,5,8
9,2006,430500,30,27,3,12
10,2006,430500,20,19,1,11
11,2006,430500,33,29,4,5
12,2006,430500,23,15,8,2
1,2007,430500,30,23,7,3
2,2007,430500,20,14,6,4
3,2007,430500,27,24,3,8
4,2007,430500,26,19,7,7
5,2007,430500,26,24,2,11
6,2007,430500,39,35,4,5
7,2007,430500,40,34,6,10
8,2007,430500,32,26,6,5
9,2007,430500,40,33,7,4
10,2007,430500,40,32,8,3
11,2007,430500,34,32,2,7
12,2007,430500,30,27,3,6
1,2008,430500,27,21,6,2
2,2008,430500,28,22,6,0
3,2008,430500,25,20,5,7
4,2008,430500,30,25,5,8
5,2008,430500,21,19,2,4
6,2008,430500,28,24,4,5
7,2008,430500,26,21,5,4
8,2008,430500,31,21,10,6
9,2008,430500,32,29,3,7
10,2008,430500,49,46,3,7
11,2008,430500,28,25,3,1
12,2008,430500,27,26,1,5
1,2009,430500,21,19,2,8
2,2009,430500,18,12,6,5
3,2009,430500,30,20,10,2
4,2009,430500,38,35,3,8
5,2009,430500,33,26,7,6
6,2009,430500,23,15,8,3
7,2009,430500,32,28,4,7
8,2009,430500,27,22,5,2
9,2009,430500,26,21,5,7
10,2009,430500,26,20,6,2
11,2009,430500,26,23,3,2
12,2009,430500,21,18,3,1
1,2010,430500,31,27,4,5
2,2010,430500,21,19,2,12
3,2010,430500,23,16,7,7
4,2010,430500,33,29,4,3
5,2010,430500,26,20,6,3
6,2010,430500,34,26,8,3
7,2010,430500,27,23,4,7
8,2010,430500,24,21,3,16
9,2010,430500,38,36,2,5
10,2010,430500,33,24,9,5
11,2010,430500,31,27,4,12
12,2010,430500,32,28,4,8
1,2011,430500,27,23,4,6
2,2011,430500,15,14,1,1
1,1999,430600,8,7,1,0
2,1999,430600,12,11,1,0
3,1999,430600,8,7,1,2
4,1999,430600,10,8,2,3
5,1999,430600,7,5,2,0
6,1999,430600,8,8,0,0
7,1999,430600,14,12,2,0
8,1999,430600,12,10,2,1
9,1999,430600,7,6,1,1
10,1999,430600,14,13,1,3
11,1999,430600,13,13,0,0
12,1999,430600,14,12,2,0
1,2000,430600,7,7,0,0
2,2000,430600,5,5,0,1
3,2000,430600,11,10,1,2
4,2000,430600,9,8,1,0
5,2000,430600,7,6,1,1
6,2000,430600,11,7,4,0
7,2000,430600,4,4,0,0
8,2000,430600,8,8,0,0
9,2000,430600,13,10,3,0
10,2000,430600,7,7,0,1
11,2000,430600,9,7,2,0
12,2000,430600,8,7,1,0
1,2001,430600,6,5,1,0
2,2001,430600,6,4,2,0
3,2001,430600,16,13,3,0
4,2001,430600,10,7,3,2
5,2001,430600,15,13,2,0
6,2001,430600,6,5,1,1
7,2001,430600,13,13,0,0
8,2001,430600,9,9,0,0
9,2001,430600,11,9,2,0
10,2001,430600,6,6,0,0
11,2001,430600,9,8,1,0
12,2001,430600,9,9,0,2
1,2002,430600,11,8,3,1
2,2002,430600,5,4,1,3
3,2002,430600,11,10,1,0
4,2002,430600,9,8,1,0
5,2002,430600,13,9,4,0
6,2002,430600,15,13,2,0
7,2002,430600,12,9,3,0
8,2002,430600,8,7,1,1
9,2002,430600,10,8,2,1
10,2002,430600,5,5,0,0
11,2002,430600,14,11,3,1
12,2002,430600,11,9,2,0
1,2003,430600,9,7,2,0
2,2003,430600,9,8,1,0
3,2003,430600,18,17,1,1
4,2003,430600,9,9,0,0
5,2003,430600,14,8,6,0
6,2003,430600,8,6,2,1
7,2003,430600,9,7,2,1
8,2003,430600,6,6,0,2
9,2003,430600,14,13,1,0
10,2003,430600,11,9,2,1
11,2003,430600,15,12,3,1
12,2003,430600,11,10,1,0
1,2004,430600,12,11,1,0
2,2004,430600,5,5,0,0
3,2004,430600,3,3,0,0
4,2004,430600,8,6,2,2
5,2004,430600,20,17,3,0
6,2004,430600,14,11,3,2
7,2004,430600,8,7,1,0
8,2004,430600,11,11,0,0
9,2004,430600,4,4,0,0
10,2004,430600,7,7,0,0
11,2004,430600,12,9,3,3
12,2004,430600,8,6,2,1
1,2005,430600,8,5,3,0
2,2005,430600,6,5,1,0
3,2005,430600,12,11,1,1
4,2005,430600,5,5,0,0
5,2005,430600,5,4,1,0
6,2005,430600,11,11,0,0
7,2005,430600,18,17,1,0
8,2005,430600,15,14,1,3
9,2005,430600,12,9,3,1
10,2005,430600,12,8,4,0
11,2005,430600,11,10,1,0
12,2005,430600,16,14,2,1
1,2006,430600,12,11,1,1
2,2006,430600,13,8,5,0
3,2006,430600,16,14,2,1
4,2006,430600,10,10,0,2
5,2006,430600,10,8,2,0
6,2006,430600,11,10,1,1
7,2006,430600,14,10,4,4
8,2006,430600,12,12,0,4
9,2006,430600,13,12,1,0
10,2006,430600,13,12,1,0
11,2006,430600,7,5,2,2
12,2006,430600,5,3,2,0
1,2007,430600,5,3,2,0
2,2007,430600,11,10,1,1
3,2007,430600,5,5,0,2
4,2007,430600,12,9,3,1
5,2007,430600,4,4,0,5
6,2007,430600,11,5,6,0
7,2007,430600,17,17,0,1
8,2007,430600,8,6,2,1
9,2007,430600,12,11,1,0
10,2007,430600,16,15,1,0
11,2007,430600,17,16,1,0
12,2007,430600,10,10,0,0
1,2008,430600,14,13,1,1
2,2008,430600,8,8,0,0
3,2008,430600,7,6,1,1
4,2008,430600,14,12,2,0
5,2008,430600,17,16,1,2
6,2008,430600,16,15,1,0
7,2008,430600,11,11,0,1
8,2008,430600,14,13,1,1
9,2008,430600,12,12,0,0
10,2008,430600,14,12,2,2
11,2008,430600,13,11,2,3
12,2008,430600,6,5,1,1
1,2009,430600,5,4,1,2
2,2009,430600,2,2,0,1
3,2009,430600,10,9,1,1
4,2009,430600,7,7,0,0
5,2009,430600,14,11,3,3
6,2009,430600,15,14,1,0
7,2009,430600,14,14,0,0
8,2009,430600,10,10,0,4
9,2009,430600,11,9,2,1
10,2009,430600,7,6,1,1
11,2009,430600,7,6,1,0
12,2009,430600,6,5,1,1
1,2010,430600,3,1,2,1
2,2010,430600,7,6,1,3
3,2010,430600,7,6,1,2
4,2010,430600,8,6,2,1
5,2010,430600,11,10,1,1
6,2010,430600,9,8,1,3
7,2010,430600,8,7,1,1
8,2010,430600,11,10,1,1
9,2010,430600,11,9,2,1
10,2010,430600,9,7,2,0
11,2010,430600,9,9,0,0
12,2010,430600,13,13,0,0
1,2011,430600,11,11,0,0
2,2011,430600,4,3,1,1
1,1999,430700,29,23,6,1
2,1999,430700,19,17,2,1
3,1999,430700,19,12,7,4
4,1999,430700,14,9,5,2
5,1999,430700,17,14,3,5
6,1999,430700,27,23,4,3
7,1999,430700,25,21,4,1
8,1999,430700,18,15,3,4
9,1999,430700,15,13,2,4
10,1999,430700,23,19,4,3
11,1999,430700,23,19,4,2
12,1999,430700,24,23,1,4
1,2000,430700,18,15,3,4
2,2000,430700,15,13,2,5
3,2000,430700,20,16,4,3
4,2000,430700,22,17,5,6
5,2000,430700,23,21,2,6
6,2000,430700,30,26,4,3
7,2000,430700,24,18,6,5
8,2000,430700,30,25,5,2
9,2000,430700,27,23,4,2
10,2000,430700,29,23,6,2
11,2000,430700,27,24,3,3
12,2000,430700,15,14,1,4
1,2001,430700,28,16,12,2
2,2001,430700,23,17,6,3
3,2001,430700,21,19,2,1
4,2001,430700,26,23,3,1
5,2001,430700,25,20,5,0
6,2001,430700,28,23,5,1
7,2001,430700,31,25,6,4
8,2001,430700,25,20,5,5
9,2001,430700,23,20,3,2
10,2001,430700,26,18,8,3
11,2001,430700,19,14,5,3
12,2001,430700,14,10,4,3
1,2002,430700,23,14,9,8
2,2002,430700,18,15,3,8
3,2002,430700,26,23,3,7
4,2002,430700,30,29,1,2
5,2002,430700,16,13,3,6
6,2002,430700,26,22,4,3
7,2002,430700,28,25,3,7
8,2002,430700,18,10,8,2
9,2002,430700,27,23,4,1
10,2002,430700,21,17,4,2
11,2002,430700,29,24,5,0
12,2002,430700,19,16,3,1
1,2003,430700,22,20,2,5
2,2003,430700,18,13,5,3
3,2003,430700,27,25,2,1
4,2003,430700,18,15,3,7
5,2003,430700,25,23,2,4
6,2003,430700,23,19,4,5
7,2003,430700,37,30,7,3
8,2003,430700,23,16,7,9
9,2003,430700,25,24,1,4
10,2003,430700,26,22,4,5
11,2003,430700,24,19,5,5
12,2003,430700,21,17,4,5
1,2004,430700,23,17,6,3
2,2004,430700,18,15,3,3
3,2004,430700,27,24,3,8
4,2004,430700,24,21,3,4
5,2004,430700,40,37,3,4
6,2004,430700,23,19,4,4
7,2004,430700,25,21,4,8
8,2004,430700,28,20,8,4
9,2004,430700,25,22,3,4
10,2004,430700,27,17,10,4
11,2004,430700,17,14,3,4
12,2004,430700,13,10,3,1
1,2005,430700,17,17,0,0
2,2005,430700,13,12,1,6
3,2005,430700,19,17,2,3
4,2005,430700,21,16,5,3
5,2005,430700,28,22,6,11
6,2005,430700,26,22,4,7
7,2005,430700,26,20,6,7
8,2005,430700,27,22,5,1
9,2005,430700,25,21,4,4
10,2005,430700,20,20,0,3
11,2005,430700,24,18,6,4
12,2005,430700,23,21,2,1
1,2006,430700,16,14,2,4
2,2006,430700,18,17,1,2
3,2006,430700,16,16,0,0
4,2006,430700,19,18,1,2
5,2006,430700,18,15,3,8
6,2006,430700,27,23,4,7
7,2006,430700,31,24,7,5
8,2006,430700,30,29,1,6
9,2006,430700,19,13,6,5
10,2006,430700,20,18,2,8
11,2006,430700,18,17,1,25
12,2006,430700,10,8,2,4
1,2007,430700,11,9,2,3
2,2007,430700,14,11,3,1
3,2007,430700,19,16,3,2
4,2007,430700,18,16,2,4
5,2007,430700,15,10,5,5
6,2007,430700,14,10,4,7
7,2007,430700,25,17,8,2
8,2007,430700,14,12,2,2
9,2007,430700,15,12,3,1
10,2007,430700,28,23,5,4
11,2007,430700,20,18,2,8
12,2007,430700,17,14,3,3
1,2008,430700,20,16,4,5
2,2008,430700,16,15,1,4
3,2008,430700,26,22,4,0
4,2008,430700,14,11,3,1
5,2008,430700,23,21,2,5
6,2008,430700,26,23,3,2
7,2008,430700,19,14,5,3
8,2008,430700,16,10,6,4
9,2008,430700,24,16,8,5
10,2008,430700,18,13,5,6
11,2008,430700,8,6,2,4
12,2008,430700,19,15,4,1
1,2009,430700,24,22,2,4
2,2009,430700,23,20,3,3
3,2009,430700,17,14,3,4
4,2009,430700,18,15,3,1
5,2009,430700,24,19,5,4
6,2009,430700,21,18,3,6
7,2009,430700,18,17,1,8
8,2009,430700,8,6,2,5
9,2009,430700,24,21,3,2
10,2009,430700,14,12,2,5
11,2009,430700,15,14,1,10
12,2009,430700,13,11,2,2
1,2010,430700,11,9,2,3
2,2010,430700,17,16,1,4
3,2010,430700,25,20,5,5
4,2010,430700,19,15,4,2
5,2010,430700,12,9,3,1
6,2010,430700,9,9,0,3
7,2010,430700,18,11,7,2
8,2010,430700,24,21,3,3
9,2010,430700,16,15,1,7
10,2010,430700,18,15,3,3
11,2010,430700,17,12,5,7
12,2010,430700,27,25,2,0
1,2011,430700,21,19,2,5
2,2011,430700,9,8,1,4
1,1999,660900,57,49,8,24
2,1999,660900,32,25,7,21
3,1999,660900,45,42,3,20
4,1999,660900,68,59,9,13
5,1999,660900,54,46,8,13
6,1999,660900,69,60,9,19
7,1999,660900,62,54,8,13
8,1999,660900,70,62,8,15
9,1999,660900,61,58,3,10
10,1999,660900,46,39,7,26
11,1999,660900,42,33,9,24
12,1999,660900,40,34,6,9
1,2000,660900,53,45,8,11
2,2000,660900,30,26,4,20
3,2000,660900,43,38,5,19
4,2000,660900,40,34,6,18
5,2000,660900,69,61,8,14
6,2000,660900,61,49,12,18
7,2000,660900,65,56,9,16
8,2000,660900,63,52,11,21
9,2000,660900,75,63,12,30
10,2000,660900,59,46,13,12
11,2000,660900,60,47,13,12
12,2000,660900,43,37,6,21
1,2001,660900,60,53,7,18
2,2001,660900,55,51,4,18
3,2001,660900,52,44,8,25
4,2001,660900,50,38,12,17
5,2001,660900,43,35,8,6
6,2001,660900,68,53,15,18
7,2001,660900,67,53,14,25
8,2001,660900,62,53,9,17
9,2001,660900,65,58,7,11
10,2001,660900,83,75,8,19
11,2001,660900,66,55,11,23
12,2001,660900,54,47,7,11
1,2002,660900,49,40,9,9
2,2002,660900,43,29,14,12
3,2002,660900,51,41,10,11
4,2002,660900,58,47,11,11
5,2002,660900,55,48,7,12
6,2002,660900,51,36,15,10
7,2002,660900,63,58,5,7
8,2002,660900,70,55,15,11
9,2002,660900,74,63,11,28
10,2002,660900,53,48,5,18
11,2002,660900,29,22,7,12
12,2002,660900,32,26,6,17
1,2003,660900,37,30,7,16
2,2003,660900,45,40,5,23
3,2003,660900,46,42,4,20
4,2003,660900,44,38,6,22
5,2003,660900,58,50,8,26
6,2003,660900,60,53,7,32
7,2003,660900,77,70,7,15
8,2003,660900,77,66,11,11
9,2003,660900,57,52,5,12
10,2003,660900,62,52,10,8
11,2003,660900,63,52,11,8
12,2003,660900,86,79,7,17
1,2004,660900,71,66,5,7
2,2004,660900,45,35,10,25
3,2004,660900,52,45,7,23
4,2004,660900,44,33,11,14
5,2004,660900,61,46,15,30
6,2004,660900,50,38,12,23
7,2004,660900,62,51,11,22
8,2004,660900,54,46,8,16
9,2004,660900,62,51,11,30
10,2004,660900,48,42,6,24
11,2004,660900,50,40,10,28
12,2004,660900,49,47,2,15
1,2005,660900,47,43,4,5
2,2005,660900,36,33,3,18
3,2005,660900,60,47,13,16
4,2005,660900,48,37,11,15
5,2005,660900,71,56,15,17
6,2005,660900,71,58,13,13
7,2005,660900,84,69,15,12
8,2005,660900,53,42,11,26
9,2005,660900,72,60,12,22
10,2005,660900,92,69,23,18
11,2005,660900,75,61,14,20
12,2005,660900,67,55,12,22
1,2006,660900,73,65,8,18
2,2006,660900,40,36,4,24
3,2006,660900,48,36,12,15
4,2006,660900,51,36,15,27
5,2006,660900,81,65,16,28
6,2006,660900,62,55,7,22
7,2006,660900,85,67,18,54
8,2006,660900,81,71,10,30
9,2006,660900,64,57,7,28
10,2006,660900,70,53,17,25
11,2006,660900,57,51,6,10
12,2006,660900,58,51,7,16
1,2007,660900,70,59,11,34
2,2007,660900,51,46,5,30
3,2007,660900,56,47,9,18
4,2007,660900,68,55,13,29
5,2007,660900,76,60,16,23
6,2007,660900,77,63,14,14
7,2007,660900,75,67,8,10
8,2007,660900,68,57,11,17
9,2007,660900,63,47,16,23
10,2007,660900,75,59,16,24
11,2007,660900,57,50,7,11
12,2007,660900,43,39,4,10
1,2008,660900,49,38,11,18
2,2008,660900,62,55,7,15
3,2008,660900,78,69,9,8
4,2008,660900,71,57,14,16
5,2008,660900,74,59,15,18
6,2008,660900,68,57,11,9
7,2008,660900,78,67,11,13
8,2008,660900,84,77,7,13
9,2008,660900,54,44,10,17
10,2008,660900,64,51,13,10
11,2008,660900,60,51,9,12
12,2008,660900,55,50,5,21
1,2009,660900,63,54,9,12
2,2009,660900,37,33,4,18
3,2009,660900,59,50,9,28
4,2009,660900,60,47,13,19
5,2009,660900,79,64,15,21
6,2009,660900,61,51,10,11
7,2009,660900,67,61,6,25
8,2009,660900,76,59,17,31
9,2009,660900,66,56,10,37
10,2009,660900,58,49,9,24
11,2009,660900,69,60,9,13
12,2009,660900,56,48,8,15
1,2010,660900,50,43,7,24
2,2010,660900,42,37,5,20
3,2010,660900,55,47,8,19
4,2010,660900,64,56,8,61
5,2010,660900,50,39,11,15
6,2010,660900,71,57,14,23
7,2010,660900,58,49,9,36
8,2010,660900,74,60,14,32
9,2010,660900,63,49,14,23
10,2010,660900,58,53,5,36
11,2010,660900,54,45,9,25
12,2010,660900,25,22,3,21
1,2011,660900,58,52,6,29
2,2011,660900,24,20,4,26
1,1999,671500,26,18,8,17
2,1999,671500,36,28,8,21
3,1999,671500,43,31,12,9
4,1999,671500,39,31,8,15
5,1999,671500,36,25,11,7
6,1999,671500,45,32,13,8
7,1999,671500,46,36,10,8
8,1999,671500,56,41,15,9
9,1999,671500,53,40,13,14
10,1999,671500,63,47,16,3
11,1999,671500,45,33,12,10
12,1999,671500,40,29,11,16
1,2000,671500,38,27,11,23
2,2000,671500,33,25,8,47
3,2000,671500,41,25,16,11
4,2000,671500,40,31,9,19
5,2000,671500,42,29,13,17
6,2000,671500,34,23,11,15
7,2000,671500,56,42,14,13
8,2000,671500,72,51,21,14
9,2000,671500,42,28,14,16
10,2000,671500,47,36,11,19
11,2000,671500,32,25,7,21
12,2000,671500,31,20,11,14
1,2001,671500,27,22,5,19
2,2001,671500,24,19,5,14
3,2001,671500,29,17,12,14
4,2001,671500,36,25,11,2
5,2001,671500,32,18,14,5
6,2001,671500,35,25,10,8
7,2001,671500,36,26,10,11
8,2001,671500,52,43,9,12
9,2001,671500,51,34,17,8
10,2001,671500,61,51,10,17
11,2001,671500,55,46,9,7
12,2001,671500,50,40,10,10
1,2002,671500,40,30,10,20
2,2002,671500,36,29,7,15
3,2002,671500,30,26,4,18
4,2002,671500,30,24,6,11
5,2002,671500,38,28,10,13
6,2002,671500,27,16,11,8
7,2002,671500,37,25,12,8
8,2002,671500,42,30,12,13
9,2002,671500,41,36,5,11
10,2002,671500,42,31,11,6
11,2002,671500,24,17,7,10
12,2002,671500,31,23,8,15
1,2003,671500,30,24,6,7
2,2003,671500,30,23,7,6
3,2003,671500,36,28,8,8
4,2003,671500,33,30,3,15
5,2003,671500,33,25,8,9
6,2003,671500,33,29,4,13
7,2003,671500,54,44,10,5
8,2003,671500,41,32,9,5
9,2003,671500,56,45,11,9
10,2003,671500,57,51,6,15
11,2003,671500,40,31,9,15
12,2003,671500,31,26,5,19
1,2004,671500,28,24,4,9
2,2004,671500,32,22,10,18
3,2004,671500,41,31,10,23
4,2004,671500,46,26,20,19
5,2004,671500,40,31,9,14
6,2004,671500,45,29,16,19
7,2004,671500,38,27,11,23
8,2004,671500,41,26,15,34
9,2004,671500,34,21,13,17
10,2004,671500,34,27,7,47
11,2004,671500,28,21,7,23
12,2004,671500,31,27,4,15
1,2005,671500,33,27,6,13
2,2005,671500,23,19,4,39
3,2005,671500,27,23,4,21
4,2005,671500,43,36,7,11
5,2005,671500,42,29,13,16
6,2005,671500,55,41,14,13
7,2005,671500,60,46,14,9
8,2005,671500,38,28,10,41
9,2005,671500,44,37,7,12
10,2005,671500,42,31,11,13
11,2005,671500,37,30,7,10
12,2005,671500,25,23,2,22
1,2006,671500,45,37,8,12
2,2006,671500,25,21,4,19
3,2006,671500,31,27,4,45
4,2006,671500,34,24,10,13
5,2006,671500,48,38,10,14
6,2006,671500,47,36,11,12
7,2006,671500,48,39,9,18
8,2006,671500,48,38,10,17
9,2006,671500,38,27,11,16
10,2006,671500,55,44,11,7
11,2006,671500,50,44,6,24
12,2006,671500,48,45,3,13
1,2007,671500,39,32,7,18
2,2007,671500,27,23,4,10
3,2007,671500,29,24,5,19
4,2007,671500,27,23,4,36
5,2007,671500,35,28,7,14
6,2007,671500,43,35,8,21
7,2007,671500,49,38,11,23
8,2007,671500,45,41,4,13
9,2007,671500,50,44,6,9
10,2007,671500,55,48,7,4
11,2007,671500,32,28,4,10
12,2007,671500,57,52,5,1
1,2008,671500,34,30,4,18
2,2008,671500,35,33,2,13
3,2008,671500,27,21,6,19
4,2008,671500,40,30,10,20
5,2008,671500,42,30,12,18
6,2008,671500,49,40,9,32
7,2008,671500,48,42,6,35
8,2008,671500,53,37,16,35
9,2008,671500,48,39,9,14
10,2008,671500,43,32,11,27
11,2008,671500,48,41,7,29
12,2008,671500,43,38,5,24
1,2009,671500,40,35,5,10
2,2009,671500,19,17,2,15
3,2009,671500,37,33,4,12
4,2009,671500,50,45,5,19
5,2009,671500,44,35,9,9
6,2009,671500,44,40,4,18
7,2009,671500,46,41,5,11
8,2009,671500,52,43,9,16
9,2009,671500,64,54,10,17
10,2009,671500,51,42,9,19
11,2009,671500,37,35,2,17
12,2009,671500,30,25,5,4
1,2010,671500,33,26,7,13
2,2010,671500,34,27,7,16
3,2010,671500,33,31,2,10
4,2010,671500,41,35,6,10
5,2010,671500,37,28,9,17
6,2010,671500,37,25,12,10
7,2010,671500,49,39,10,9
8,2010,671500,54,46,8,9
9,2010,671500,36,31,5,16
10,2010,671500,46,42,4,17
11,2010,671500,49,40,9,9
12,2010,671500,32,28,4,16
1,2011,671500,27,22,5,11
2,2011,671500,22,19,3,13
1,1999,834900,23,16,7,15
2,1999,834900,26,21,5,21
3,1999,834900,26,18,8,13
4,1999,834900,25,19,6,7
5,1999,834900,29,22,7,8
6,1999,834900,36,24,12,4
7,1999,834900,47,35,12,10
8,1999,834900,37,27,10,13
9,1999,834900,32,22,10,7
10,1999,834900,30,23,7,5
11,1999,834900,37,28,9,12
12,1999,834900,22,20,2,9
1,2000,834900,26,20,6,13
2,2000,834900,19,13,6,12
3,2000,834900,36,27,9,9
4,2000,834900,25,21,4,13
5,2000,834900,24,19,5,15
6,2000,834900,30,21,9,9
7,2000,834900,16,10,6,10
8,2000,834900,27,17,10,11
9,2000,834900,31,23,8,4
10,2000,834900,27,20,7,6
11,2000,834900,18,14,4,8
12,2000,834900,21,15,6,5
1,2001,834900,24,16,8,5
2,2001,834900,19,15,4,9
3,2001,834900,21,15,6,21
4,2001,834900,17,11,6,16
5,2001,834900,26,23,3,4
6,2001,834900,40,27,13,11
7,2001,834900,36,23,13,7
8,2001,834900,28,21,7,7
9,2001,834900,23,18,5,5
10,2001,834900,40,30,10,6
11,2001,834900,28,17,11,14
12,2001,834900,23,18,5,9
1,2002,834900,23,16,7,10
2,2002,834900,13,9,4,8
3,2002,834900,24,18,6,8
4,2002,834900,26,18,8,5
5,2002,834900,25,21,4,4
6,2002,834900,29,18,11,8
7,2002,834900,29,17,12,5
8,2002,834900,33,21,12,8
9,2002,834900,27,22,5,7
10,2002,834900,38,31,7,3
11,2002,834900,22,20,2,6
12,2002,834900,30,22,8,14
1,2003,834900,25,17,8,16
2,2003,834900,19,14,5,14
3,2003,834900,17,11,6,9
4,2003,834900,21,14,7,7
5,2003,834900,26,21,5,17
6,2003,834900,34,24,10,6
7,2003,834900,43,39,4,8
8,2003,834900,48,36,12,5
9,2003,834900,46,36,10,6
10,2003,834900,19,13,6,3
11,2003,834900,25,20,5,15
12,2003,834900,37,29,8,6
1,2004,834900,22,17,5,11
2,2004,834900,26,16,10,15
3,2004,834900,30,24,6,16
4,2004,834900,28,14,14,32
5,2004,834900,40,27,13,8
6,2004,834900,31,23,8,6
7,2004,834900,30,23,7,8
8,2004,834900,40,31,9,16
9,2004,834900,39,33,6,15
10,2004,834900,33,26,7,20
11,2004,834900,23,20,3,13
12,2004,834900,26,24,2,13
1,2005,834900,26,20,6,16
2,2005,834900,11,9,2,9
3,2005,834900,24,21,3,14
4,2005,834900,35,23,12,18
5,2005,834900,22,15,7,43
6,2005,834900,29,16,13,12
7,2005,834900,33,21,12,19
8,2005,834900,36,26,10,15
9,2005,834900,27,22,5,15
10,2005,834900,35,31,4,11
11,2005,834900,38,27,11,11
12,2005,834900,28,25,3,7
1,2006,834900,36,31,5,32
2,2006,834900,14,9,5,11
3,2006,834900,26,16,10,28
4,2006,834900,18,11,7,14
5,2006,834900,31,21,10,10
6,2006,834900,42,35,7,15
7,2006,834900,32,27,5,12
8,2006,834900,22,19,3,9
9,2006,834900,28,22,6,12
10,2006,834900,25,20,5,7
11,2006,834900,26,24,2,4
12,2006,834900,20,16,4,3
1,2007,834900,20,15,5,6
2,2007,834900,18,16,2,5
3,2007,834900,31,23,8,15
4,2007,834900,30,25,5,10
5,2007,834900,39,26,13,9
6,2007,834900,37,24,13,5
7,2007,834900,28,19,9,20
8,2007,834900,42,32,10,18
9,2007,834900,30,24,6,15
10,2007,834900,28,21,7,4
11,2007,834900,31,24,7,8
12,2007,834900,17,12,5,4
1,2008,834900,23,21,2,4
2,2008,834900,18,17,1,4
3,2008,834900,33,27,6,9
4,2008,834900,30,25,5,10
5,2008,834900,19,11,8,5
6,2008,834900,27,23,4,6
7,2008,834900,43,34,9,12
8,2008,834900,38,31,7,13
9,2008,834900,34,28,6,10
10,2008,834900,26,17,9,10
11,2008,834900,19,17,2,9
12,2008,834900,19,17,2,13
1,2009,834900,23,22,1,6
2,2009,834900,20,19,1,5
3,2009,834900,15,11,4,4
4,2009,834900,21,15,6,10
5,2009,834900,19,15,4,8
6,2009,834900,19,13,6,14
7,2009,834900,38,30,8,14
8,2009,834900,27,23,4,11
9,2009,834900,38,31,7,9
10,2009,834900,33,31,2,11
11,2009,834900,20,14,6,6
12,2009,834900,19,17,2,8
1,2010,834900,22,19,3,15
2,2010,834900,12,12,0,12
